Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
4165,34,4092,374,5810,717
1601,32,4809,622,7360,1019
5511,18,2267,224,2894,379
3619,30,3990,566,277,55
3338,22,921,123,16215,1736
2305,26,816,79,14409,1419
4157,24,569,71,8141,1190
2254,25,7106,976,760,151
1599,29,4182,645,795,122
740,24,2520,182,3459,426
6038,22,3953,432,769,96
2916,36,861,95,15582,1784
1756,33,521,58,7156,1048
5816,30,5690,731,596,80
3929,40,670,96,11096,1783
2999,24,584,45,10476,1457
3726,35,562,84,4470,542
2205,31,3558,547,350,74
4017,35,2214,265,2969,453
2755,30,2331,284,4954,650
3222,22,598,84,2018,356
2144,34,9885,2295,11797,2341
2252,32,5027,559,4253,562
261,28,7623,789,1764,237
3877,18,10393,1550,447,86
4206,19,634,64,8930,1304
1742,27,10429,1803,534,107
215,35,784,85,6298,722
717,25,2798,320,429,76
1317,19,6952,900,2066,328
631,25,6204,1111,324,73
5379,29,9823,1319,511,98
3539,31,2024,252,6191,883
4876,19,607,66,11111,1294
1864,24,347,44,196,45
5815,36,4992,742,9210,1523
3158,32,1025,116,5817,567
5208,21,6679,675,5311,643
2976,30,8819,1401,564,77
3632,36,4164,483,5434,759
4167,16,6380,727,685,133
1170,29,477,62,5779,527
5784,19,780,68,12543,1582
4260,28,4939,553,1739,304
5240,24,300,35,162,39
2913,37,5669,1059,517,140
6136,25,5400,473,8064,639
3840,29,693,76,8613,1310
4230,24,5930,533,7595,776
2760,38,4110,477,727,116
3676,29,3906,483,430,81
1604,36,7386,865,8236,919
1862,31,1748,181,9351,1277
3892,41,469,82,249,58
1382,27,6304,860,823,125
1711,34,647,90,8776,1027
721,25,656,93,7037,721
3936,41,740,92,8413,1203
2907,30,753,114,10540,1693
3879,31,10146,1408,1741,302
1306,34,302,25,149,36
2803,31,1589,221,8950,1490
984,32,10805,1985,593,120
1823,29,479,61,4585,729
940,28,3245,394,4301,567
3019,30,4896,519,381,63
2890,39,6525,930,4180,600
4254,22,509,79,296,73
1341,41,453,47,5934,815
5088,25,486,57,8621,1046
2152,23,8224,932,7316,1004
2204,49,2672,334,5066,651
430,29,3841,441,7636,917
526,23,376,39,136,38
427,22,5152,538,5250,495
2087,25,538,56,13478,2535
933,27,6829,1086,789,98
4900,30,585,84,8823,1177
3144,32,753,85,6129,1033
5741,35,2084,263,312,86
2951,20,6405,632,6290,732
6052,26,284,31,139,24
3482,32,6242,893,339,67
3007,39,5236,740,7344,951
2100,30,2768,391,1431,232
3856,40,5961,740,567,111
5268,43,3632,378,2031,261
3648,27,756,109,7605,1007
5930,29,5853,846,697,218
4863,23,4943,545,896,136
5679,32,5203,693,6135,697
3461,23,640,63,3329,526
4069,26,1399,157,8819,1064
2706,25,393,52,1435,208
4951,31,4028,452,4435,543
1856,29,4898,536,4285,702
4851,28,808,137,9634,1176
2680,37,6024,702,6647,768
1776,27,2081,228,5634,808
6085,16,379,36,257,24
3965,32,5596,1013,5552,940
5899,22,6545,758,490,65
3990,29,5634,721,2804,556
5851,27,4681,451,6398,530
4019,43,2789,450,357,72
5169,32,1657,201,1533,218
2049,36,3117,490,2101,304
4068,30,4429,635,591,86
4188,26,8996,1417,953,115
2225,42,2208,248,7697,1149
4268,30,3886,458,4225,638
1087,31,3800,395,4903,721
4137,22,553,60,900,96
1190,35,1316,113,209,35
2995,25,1126,141,18489,2098
2856,25,3650,411,3051,426
3038,29,647,81,14960,1572
1312,38,17780,3378,2332,449
913,28,413,52,5583,755
3075,33,7260,703,501,78
2143,31,2684,275,3737,333
4102,29,452,49,7908,1226
2421,28,508,53,8250,1012
2818,29,3228,342,6705,747
691,28,402,45,5680,735
1632,30,398,42,11416,1318
897,26,18208,2427,772,146
3045,32,691,72,11290,1421
1250,31,7050,904,919,149
3569,41,4244,898,8835,1709
1680,31,804,109,9219,1602
3299,28,563,71,5702,899
2265,23,748,120,15322,1857
2019,20,4358,619,5013,862
1888,29,17900,2654,1300,235
917,38,3722,504,3598,536
2810,34,434,55,4023,664
162,27,10748,2092,572,89
1714,31,9137,1173,1414,166
3931,37,2776,364,2750,391
1109,31,1604,212,6268,794
3479,34,4565,497,7284,696
1307,29,4241,403,3260,438
3814,34,622,82,9097,1414
1191,29,1780,191,2645,324
1299,31,3819,552,298,46
209,30,3949,493,9249,1139
1876,35,5210,506,535,110
614,27,437,51,3109,614
1623,27,9458,1720,771,168
2994,22,627,51,9977,1061
1786,31,10142,1699,4421,962
905,25,6598,1097,6757,1237
3330,30,599,69,7296,1091
3315,22,749,95,16355,2282
1060,29,2704,365,363,64
21,28,17961,3532,633,123
3908,32,1046,157,14513,2309
2534,22,4307,429,1746,246
1682,32,554,47,5024,708
585,29,481,71,6392,793
5076,22,6811,975,535,120
2153,24,681,65,6366,921
2458,38,8974,1307,1287,222
1003,30,6462,997,16938,2110
1688,30,10493,1912,2169,454
987,31,9176,1490,1241,284
105,34,390,34,1430,203
5188,26,716,84,6527,689
3995,39,2658,271,3606,436
4166,30,7409,879,1256,148
1581,28,493,43,4104,435
4227,31,1056,120,3966,522
1678,28,3504,422,3982,556
1377,44,2448,352,365,79
742,23,4489,601,771,92
6021,26,281,32,136,20
4965,30,586,62,11690,1200
3510,22,608,91,8005,1762
1088,29,2820,432,424,68
6130,29,4282,469,7053,803
4251,26,537,60,1354,188
5853,22,402,32,3371,360
3375,29,6169,677,2006,263
3878,32,5623,588,469,67
2155,38,435,49,8668,1253
4211,36,2345,211,6046,711
2868,39,11087,1666,474,98
4116,26,491,53,8951,807
2708,21,675,68,6354,446
2308,26,2931,333,3878,495
731,29,378,41,3146,392
3718,28,4624,646,5898,688
2797,39,628,68,5110,737
2185,38,570,64,4472,706
2322,30,672,90,9902,1075
103,41,947,157,6621,906
1543,35,3133,364,8567,996
754,42,854,116,7873,1346
3881,27,5358,799,488,83
1340,34,9956,1370,7624,1274
2352,35,1234,137,7006,961
312,30,722,71,7468,1288
2259,27,937,84,20008,3125
331,41,4157,493,8042,1213
83,31,2272,310,306,59
3725,40,7129,897,8514,1223
2291,19,2871,377,4986,556
2901,24,4121,571,842,162
885,34,5668,687,880,137
5061,28,440,42,9595,1308
2390,20,658,68,6626,496
4262,35,791,82,7054,804
1105,28,7750,963,8778,1062
2450,26,3639,508,9082,1257
752,49,1442,190,5589,759
2347,30,1285,124,5155,535
657,30,2588,282,5237,621
2298,39,455,59,3601,337
296,31,1662,255,2026,383
96,28,659,80,225,44
67,22,561,90,3636,542
62,21,660,84,5480,778
247,30,6036,616,2906,268
5943,24,4235,413,17421,1989
4881,33,2742,354,452,78
4225,25,379,45,5031,688
1759,32,801,85,6135,706
4144,26,3425,448,4743,416
1692,34,322,38,147,35
1775,37,9911,1520,689,104
895,32,5097,726,8339,1154
5551,25,690,93,9544,794
3349,33,734,74,3144,328
4189,37,3437,408,6998,927
1559,32,750,110,18699,2207
2,27,326,62,549,193
3435,22,721,110,7811,1255
5275,20,4211,444,708,143
4297,29,8861,1097,1109,151
4224,34,522,74,6748,959
1596,21,409,31,10364,1276
2658,27,812,82,7614,940
5044,29,7114,815,872,119
1241,34,3570,527,363,71
992,27,1085,141,8763,1083
3077,24,710,111,7394,641
1961,28,1286,160,1617,259
3996,26,5781,750,724,92
2383,26,5586,705,6422,620
1145,38,6460,915,655,116
51,30,615,94,11868,1734
2415,28,1008,144,3863,605
5131,28,518,51,6806,915
6062,22,587,54,11242,1845
4908,27,2815,349,4803,739
4969,34,6590,974,5891,884
1222,26,425,59,8470,1423
23,21,5798,769,6833,900
3938,28,1055,85,12496,1621
36,27,529,36,8120,744
4029,28,959,77,10307,1103
4997,32,4720,530,522,74
1267,32,669,72,14409,2125
4234,21,581,49,9768,1504
2619,37,669,65,7297,936
5735,31,527,55,7159,748
5123,21,2567,377,2387,359
5790,24,765,92,12949,1357
3811,26,1225,147,5931,855
6131,22,6211,964,430,75
4065,27,3242,442,5037,636
3290,36,3270,392,7992,923
2170,35,9856,1729,12898,2343
3901,40,6545,739,630,86
3625,26,9629,877,1743,286
1836,26,5715,617,4216,624
4082,30,6647,806,1503,242
2707,29,13540,2902,911,142
2297,24,648,75,12334,1911
5285,24,520,71,3502,396
3517,29,2597,368,1309,184
2787,18,2424,459,3052,644
2930,34,2858,394,4669,759
1235,28,778,141,275,68
2166,28,411,55,1844,317
119,26,3896,471,609,83
1270,38,2199,245,220,46
134,29,293,29,140,32
3429,33,7487,747,1298,190
2738,34,686,94,4182,644
3992,23,4311,505,435,63
2192,29,2479,384,4279,643
3824,26,7165,1047,553,109
1950,27,901,82,8051,969
2157,22,7642,1191,1122,163
936,22,957,89,7816,959
2398,32,4742,753,579,111
101,22,7865,874,546,119
1338,34,4128,486,4921,705
338,31,390,60,230,58
3926,25,1275,179,256,52
1851,24,9465,1498,448,63
1285,36,7827,970,5764,776
935,29,532,55,7745,1159
1370,29,737,70,10073,1190
263,32,14931,2425,661,131
775,31,497,51,7117,924
4119,21,4549,535,718,139
1665,28,11859,1896,563,129
1871,21,523,55,6735,1098
69,28,3470,668,331,76
4002,32,3394,449,866,135
1942,29,8211,897,528,97
3448,35,4761,660,2305,356
1954,33,8564,1144,5643,862
2816,36,953,133,1448,224
2986,28,9211,1319,518,90
1931,20,655,78,7479,994
122,22,2906,298,4578,448
1608,34,2086,247,1040,161
1000,36,11115,1634,6255,972
674,29,1497,123,8532,908
1700,24,11237,1548,853,150
976,34,15226,2271,453,79
2361,43,560,101,5882,1073
969,31,5323,881,999,210
182,32,403,69,5853,997
692,25,5435,941,518,103
3347,27,6720,1241,655,129
1953,31,642,53,12478,1212
2316,21,10454,2170,7454,1600
1009,34,4681,703,666,115
3941,29,749,119,16131,3245
1209,30,523,79,6482,1135
3501,27,4674,671,5123,884
1550,34,8063,1074,12788,1630
1331,25,909,95,13600,1909
743,50,2348,337,2932,400
2883,32,2387,293,2079,260
822,22,11157,1794,591,107
4204,18,5957,562,1094,119
1171,29,365,42,2182,344
4235,25,556,70,11934,1581
2320,32,12033,2136,922,166
3693,33,390,44,11355,913
2137,28,1142,245,13026,1351
2059,32,600,71,12644,1441
619,30,7117,940,930,159
1462,23,6833,1445,10211,2035
140,27,4557,460,6180,675
2795,41,644,64,14241,1683
127,34,564,114,335,110
273,28,594,54,3617,460
240,32,11140,1663,9779,1660
2057,35,435,56,2831,415
952,33,2602,315,4363,531
2723,25,620,62,12727,1405
1001,30,873,94,5703,927
1020,26,2494,295,9314,1050
700,26,3350,429,635,124
501,22,7295,1230,17295,2437
1987,22,13188,2234,788,114
398,25,4393,634,7937,1184
1951,34,2819,421,843,140
278,31,12035,1618,137,27
671,44,2990,365,468,90
881,30,669,77,3141,619
3126,24,414,50,5066,665
270,30,1379,226,10753,2206
5626,32,10926,1436,1423,150
2926,33,4210,496,537,121
3066,27,3681,559,366,66
2190,31,631,68,10087,1272
3057,31,851,101,10852,1430
1768,32,5795,666,6636,802
2584,37,614,50,4207,572
6082,32,2228,370,558,101
3294,40,10293,1325,897,159
4993,34,448,57,10450,890
2024,40,8267,1095,6696,1009
5625,35,4183,608,1438,250
5055,31,2904,444,4303,641
5829,31,622,48,12610,1706
3975,40,5073,913,5235,832
4977,33,8049,1116,420,60
1992,36,338,52,231,45
4125,31,12341,1748,974,127
2729,22,8410,942,835,128
3670,40,535,63,6391,697
1730,23,433,52,2777,344
2898,33,905,128,13389,1865
951,34,18566,3380,811,179
3125,29,684,80,13831,1792
2630,38,2582,226,4729,564
3690,25,589,70,4478,728
2789,37,844,93,12384,1522
1761,30,974,167,14576,2187
979,30,3920,472,3732,624
1151,23,529,53,3908,524
601,33,5889,640,6579,686
5602,35,5346,582,4576,441
3160,33,515,56,9884,1216
4094,27,442,50,7566,748
2440,37,4523,574,7592,901
5768,20,592,69,9033,917
3914,30,6603,697,574,95
5342,32,782,70,6058,711
4278,28,747,112,8281,1489
4136,26,4454,384,436,82
2195,33,456,48,7364,943
3484,36,695,84,10899,1580
5148,32,1360,142,7643,946
3366,24,1632,253,4358,538
5733,30,473,64,11202,1124
4012,29,589,69,6205,964
6125,35,5546,988,489,102
3828,33,534,64,9664,1209
4086,18,434,59,5342,820
2311,35,605,79,5158,777
3910,35,454,57,7742,1163
1895,37,444,53,4903,665
4232,24,6612,1171,454,109
2853,38,999,88,4365,642
4061,22,651,69,11098,1415
2808,30,10055,1201,958,142
1078,30,8860,1045,7696,831
3942,27,5167,730,687,129
2732,20,3023,320,388,53
4303,21,414,36,7410,697
2404,27,1462,140,7228,824
2035,23,9078,1097,1527,245
971,26,3993,417,415,65
2296,25,12326,1786,11816,2040
110,27,3785,578,801,143
3736,24,3082,337,4654,666
2698,30,777,129,7854,1167
4209,33,7270,727,834,116
3042,26,9819,1284,549,92
1265,39,2896,435,3181,538
2117,39,4197,556,335,62
682,36,915,128,11990,2138
2208,23,2804,324,2993,371
887,39,2739,266,6005,704
1838,29,1118,152,4601,778
2050,30,6688,1132,646,124
111,29,1081,164,1756,268
5965,28,7355,999,1429,235
3136,32,8058,917,948,149
4074,25,396,44,3537,324
1565,25,13217,2236,1366,176
5176,22,7686,785,854,176
3497,33,2991,385,3918,607
5934,29,6174,621,1028,138
5057,24,5928,764,6755,985
3284,24,6414,716,545,100
2180,33,1502,193,14117,1960
3802,30,13529,2134,12077,1958
2651,22,9579,1350,1349,267
6048,24,4629,570,4983,624
4919,24,5115,788,612,107
5911,29,9053,1036,882,112
3561,33,2688,315,5000,675
5997,34,536,62,259,61
5069,28,431,45,5670,903
3030,25,1285,135,5391,643
5037,34,2606,338,8116,1158
1070,40,590,118,205,47
1588,33,471,50,9444,1115
4295,23,2068,248,4844,739
2222,30,4464,525,733,102
42,39,1244,151,12018,1879
4893,16,515,29,4610,792
5345,24,1938,216,4125,564
3056,30,2972,301,4713,545
5516,30,14402,2279,1513,228
4256,24,7460,816,416,82
5350,27,434,55,7287,988
1777,28,2157,276,4342,694
4183,23,2063,296,1722,236
5056,31,3041,299,4413,545
2862,37,2475,297,15566,1789
4826,24,694,64,5405,615
1650,33,2078,308,8303,1354
4265,25,4983,546,7271,803
1248,28,8748,1156,1554,233
5839,24,554,68,7856,898
2968,34,11742,1639,674,122
2358,29,778,93,7570,756
3085,29,425,58,1484,205
2281,32,600,71,15979,2452
1375,35,5226,658,4918,560
269,29,3930,440,909,174
3470,34,534,61,4638,525
2257,25,11262,2036,627,107
4285,19,4181,466,7265,811
2008,22,5959,966,6145,1225
1772,35,6718,862,1232,215
747,32,1218,117,9564,875
1789,30,484,54,7098,1025
186,20,13785,1302,704,121
453,36,447,51,4838,786
3087,37,4059,572,364,87
1746,34,1418,146,6490,800
4902,22,667,91,13999,2063
2321,34,484,60,2723,440
3777,38,689,90,7892,1087
2829,31,732,75,7789,933
1868,34,577,58,11697,1222
75,34,1450,220,307,73
1255,41,493,73,9944,1322
205,19,5039,549,8451,927
2329,31,7935,1346,9892,1483
480,33,4152,659,641,95
3262,37,4086,444,9254,1066
1873,18,4476,588,406,87
4944,31,385,41,1431,166
1097,32,18259,3271,1022,166
3790,28,860,133,7601,1212
2794,37,3853,429,3015,286
5058,15,797,70,13727,1223
2048,23,513,63,11659,1828
2160,25,611,71,8196,869
929,27,9547,1589,512,74
2247,28,839,129,920,211
696,27,803,106,7009,1283
2820,29,1776,201,15552,1513
581,35,1873,173,556,101
1044,39,7513,1112,1530,236
1071,23,5160,407,7293,737
3493,22,8582,915,810,154
300,27,6715,819,9030,1522
3980,33,7832,1020,692,91
1908,21,4763,440,5617,464
1718,37,615,67,7216,909
2980,33,431,73,576,186
2749,32,1614,270,232,41
758,45,569,102,7587,1047
172,24,514,50,6811,972
4305,25,3922,444,411,65
1337,31,12095,1713,937,151
2173,38,3026,403,614,102
1037,38,473,53,15804,1897
4302,27,4549,591,360,49
1765,42,3120,340,431,83
4857,25,603,79,5714,671
1882,30,434,58,6261,1530
1343,21,12131,1715,12050,2355
1006,43,7156,898,2787,384
2861,21,511,80,4957,742
901,30,603,62,15594,1149
2184,30,7192,984,4221,725
1032,34,496,65,6578,1006
745,31,511,117,3615,517
2360,34,5864,621,486,76
780,38,2568,320,3865,566
587,30,9529,1926,511,95
889,24,4281,429,4627,495
991,28,609,59,3062,324
1229,27,10479,1256,1118,140
5118,19,3316,310,740,69
2312,24,4277,481,5198,674
791,24,4125,445,522,98
4087,22,338,32,2310,390
2165,16,3797,435,4808,746
1562,27,3096,353,589,78
1099,25,5906,670,8176,1047
943,27,540,38,13275,2075
2318,30,2168,298,10072,1611
629,36,468,59,10004,1260
3841,35,5489,696,390,61
4928,24,3127,496,2127,376
1110,27,5644,658,5744,739
3870,31,10049,1657,794,156
2799,31,542,62,2715,328
3011,25,526,62,8451,1212
1998,31,5351,623,662,99
185,29,1419,205,235,48
2021,43,5389,603,5845,715
839,33,1884,244,3521,678
2831,24,3026,386,438,78
113,27,859,101,8627,728
1741,32,11119,1422,1290,149
442,33,19426,3400,1700,378
975,33,303,41,203,46
2375,30,12141,1586,793,123
950,36,2416,276,1539,155
1634,31,818,132,11536,1564
3640,25,1971,206,3231,425
237,47,1359,242,2368,575
759,37,2627,332,279,56
1262,31,13801,2053,457,71
3481,33,476,63,3660,555
1055,46,1028,109,9753,1236
341,36,729,108,10725,1485
1142,22,8470,1291,374,67
210,30,1026,152,17262,3437
840,21,3808,596,4603,765
2095,31,572,76,3611,413
630,38,799,108,7553,828
3608,25,502,53,5988,865
1360,38,4359,603,5039,719
1587,27,5324,822,6242,1070
213,28,4890,358,451,65
3695,39,483,74,5612,873
3043,15,5661,723,5672,792
1716,24,309,21,158,35
1269,25,3563,441,418,83
208,27,2731,320,8042,1123
1887,29,6978,889,5251,816
844,23,12667,2123,605,117
2988,34,1178,120,1366,205
2198,24,3568,472,3715,552
2342,22,2992,322,8892,937
3453,34,1102,224,10372,1290
1339,33,500,55,4652,582
2863,36,1754,228,17439,3046
559,31,13481,2557,538,90
2832,32,355,53,318,94
949,30,3252,357,334,52
1237,27,12231,2018,618,93
206,25,911,134,11021,1272
4954,33,5354,604,7639,815
2721,28,3569,504,7601,968
5022,34,5833,757,1366,347
2459,29,4628,599,496,88
4271,27,1522,185,15933,1698
2833,28,2758,357,6097,863
4178,22,862,142,269,55
2882,31,8879,1090,571,79
1439,39,2662,437,2389,397
2715,41,598,83,8379,1306
912,25,516,102,298,93
1949,21,991,112,12906,1462
648,33,5187,568,5098,737
1124,30,9556,1280,968,100
234,29,590,64,19419,2946
2054,35,3440,424,5292,807
920,25,11430,1763,972,200
2910,38,737,78,11523,1416
623,29,7961,800,417,94
962,29,734,94,8779,1059
1780,40,1038,141,353,63
433,38,5598,749,313,53
1493,27,6507,1308,10516,2054
859,29,4020,387,475,71
590,28,330,48,178,38
63,26,3286,393,4403,627
2027,23,612,56,2838,352
220,31,651,63,12708,1911
2091,25,11226,1769,514,81
5719,32,849,111,10133,946
1985,26,5304,608,7852,982
121,27,475,56,7290,466
961,30,1755,196,1838,210
781,27,640,51,1435,215
2249,29,2521,303,4506,564
329,43,8691,1046,525,81
2017,28,2338,359,17250,2145
124,29,6120,1039,1769,312
171,26,1222,158,10384,1306
2029,26,705,72,11122,1542
807,33,4193,592,428,81
1030,29,823,58,7109,829
958,19,1430,211,19524,3678
605,41,6195,942,619,104
61,30,7959,1203,1141,190
800,23,4886,438,5062,754
3804,39,708,101,7075,1403
3864,31,400,73,236,42
4098,29,606,62,8770,1013
