Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
5476,25,4795,902,855,196
4067,30,579,55,11374,1137
2202,17,6969,692,1370,236
3694,25,3035,242,509,64
3280,26,655,86,8596,1223
1899,30,9137,874,775,96
5550,24,15197,2141,1027,139
4215,22,459,59,4419,674
3582,19,644,70,9485,1600
2434,33,6024,921,747,132
5129,27,9579,1292,627,97
1590,40,1023,146,11756,1300
2161,37,2219,214,3372,337
5858,25,784,95,13585,1303
3927,32,4771,576,591,183
4185,29,475,36,4727,706
2461,28,5770,947,8731,1620
5366,28,433,41,3486,392
4186,21,904,111,22283,4439
5237,26,975,128,6684,759
3709,41,6046,577,673,81
3778,27,409,48,4972,691
1334,42,681,66,5235,870
4824,21,453,52,22868,2478
2442,27,10072,1245,526,77
3574,38,2580,279,4463,474
2114,35,2891,477,3716,607
2044,24,8751,811,642,141
989,30,741,81,11384,1490
3592,27,3284,455,4372,744
1251,24,682,126,726,220
3183,33,634,70,5815,713
2356,34,595,104,11282,1879
1795,24,497,46,9118,1204
732,36,781,77,6535,912
1102,29,4596,574,4199,507
3055,22,3473,675,322,51
5518,32,677,116,10251,1299
3534,32,594,58,5569,877
4099,33,3771,403,5876,717
2848,28,294,25,145,28
5874,24,601,63,11249,1173
3606,27,6036,685,917,105
5915,42,480,55,10909,1172
3450,62,949,387,6766,3359
4036,32,3166,382,3702,601
1689,37,4905,630,8575,1328
3697,32,465,57,9327,1188
1861,26,4873,530,920,130
5157,22,4506,475,5641,832
4909,27,7718,876,528,69
6104,25,8959,1219,987,130
4008,23,539,58,4428,444
3253,30,551,61,8086,1032
4205,36,640,58,9615,870
1828,27,2735,273,2004,270
2179,27,876,107,3511,446
3868,19,4914,607,329,59
1111,21,727,76,19661,3188
4201,25,2340,282,5887,713
1324,32,9847,1322,897,219
1883,33,519,47,5850,850
978,24,696,103,9685,1048
5070,16,12680,1608,1201,191
1955,32,569,80,6137,1042
3155,25,2669,325,8381,749
1047,31,5146,711,529,88
1844,39,820,126,2604,351
753,31,9290,1698,607,102
2733,35,693,83,6435,756
266,40,334,38,186,45
4190,17,1064,130,8258,931
2174,27,742,105,9347,1305
4160,33,553,74,5322,740
2776,28,2503,311,6745,1057
5073,24,825,108,6813,948
2236,25,546,71,16615,1774
2402,31,481,43,3077,400
805,27,3163,402,4874,778
1432,19,482,46,12091,1758
656,25,446,52,4964,1104
2062,22,1240,139,8654,1005
5801,22,17944,2709,917,148
4005,30,1482,208,10244,1558
3028,23,4579,550,6414,758
1093,24,2684,307,2913,398
3518,25,6377,882,700,108
1219,26,622,58,10906,1193
2857,38,652,71,4766,792
715,33,15043,2079,3109,363
2991,34,6630,796,720,128
1256,33,3090,304,7420,809
1870,38,2894,351,4708,599
724,22,3746,340,897,98
2081,35,2435,301,4388,562
858,14,429,35,275,54
1022,20,9519,878,765,99
5333,29,487,41,9071,1115
3857,25,4279,529,394,89
4989,50,1766,419,6671,2027
1482,39,15190,2674,735,156
4874,28,4261,500,5415,748
2536,33,508,52,12819,1861
233,26,9516,1514,725,99
5565,36,4190,633,3954,513
3245,34,1100,120,12250,1380
3468,28,746,106,10885,1501
1112,26,331,25,10461,914
5389,22,824,64,8966,979
3624,28,971,110,17140,2215
5925,24,839,71,8014,771
3810,28,2907,446,290,64
4177,24,4670,627,4966,521
1749,26,5744,644,708,116
3894,39,1150,133,10194,1372
1407,26,7719,1275,1615,195
3922,32,3560,484,3902,634
2163,38,3993,523,391,58
1787,27,530,58,4652,455
223,36,10334,1179,10110,1096
4037,30,1112,141,1123,144
1935,17,2267,233,5949,431
4026,30,6558,1195,560,92
2097,36,5632,664,1185,177
1740,25,607,92,7372,1067
50,31,3637,477,3814,477
2230,25,727,102,10686,1718
279,36,630,62,12712,1772
3588,36,774,76,9405,1171
2209,42,998,166,10409,1240
2555,32,3658,457,5590,725
891,35,15084,2311,1520,300
2065,32,1651,229,3060,526
813,23,9311,1081,973,135
3239,34,2212,304,427,87
1330,28,416,40,3527,442
1549,35,5894,925,10670,2037
1024,27,572,60,21748,3207
4934,36,3901,467,3936,457
2501,26,2696,469,2316,480
4115,28,3994,493,486,65
2043,28,4628,513,440,69
2840,29,4753,564,5303,656
80,23,4649,403,732,98
2430,30,9419,1080,2040,287
898,30,1570,192,1034,143
2612,28,6996,829,510,72
678,33,717,105,11785,1336
799,28,7333,935,8520,938
1990,23,6391,546,4669,452
910,34,411,62,237,41
2167,28,5031,657,789,194
636,18,461,51,6986,957
651,24,11633,1578,7287,1021
403,32,429,46,8027,1191
6078,24,5829,761,675,129
4248,32,4307,508,410,83
4060,22,1408,119,2758,339
2906,41,2486,278,3960,573
2943,29,586,80,3819,544
2109,31,2074,258,4508,565
2867,30,450,47,4130,500
2911,30,5521,639,18853,2425
5145,29,7586,938,598,75
4176,23,5694,731,827,140
4033,33,838,104,12455,2205
2838,35,11760,1976,1458,242
5906,22,1824,153,12731,1102
3909,34,2384,439,730,175
3022,20,6142,482,504,80
2215,26,4037,444,18000,2108
4885,26,1797,324,2464,366
1085,30,7822,1018,6857,774
3981,36,5028,786,9287,1281
2827,30,911,99,7680,929
2011,24,408,53,3103,364
509,38,1089,145,5438,705
3050,29,2287,247,3174,393
2051,21,4218,565,670,154
4066,25,7975,1118,498,90
2811,25,1972,184,3334,395
1974,27,494,68,3238,536
79,25,2046,529,222,60
1042,27,511,53,10163,1487
3237,32,669,88,5256,595
5329,29,734,86,6764,963
5050,37,9179,1172,700,133
3099,26,615,68,7675,736
2804,32,589,81,9696,2016
6004,24,6372,1100,882,183
3039,22,540,78,8243,1067
31,28,1485,135,5131,645
4092,25,8954,1299,1402,128
4999,27,423,48,7512,583
2038,22,1637,157,13043,1470
5078,31,3865,469,610,93
1039,30,619,57,16574,1711
5894,28,12307,1424,2943,392
3348,31,11837,2381,620,153
6107,28,564,51,10519,1557
4044,19,9880,1206,643,89
5716,34,6116,885,513,94
4071,17,478,40,7510,492
4041,34,3041,590,2716,535
1558,27,4006,575,337,38
4325,28,5712,837,486,91
2110,32,4043,437,6909,652
3979,25,6668,688,466,91
2822,37,764,86,5857,862
3279,25,628,82,9137,1304
2394,19,594,79,6363,771
1098,26,5915,587,5413,456
3526,31,595,63,7999,1468
2256,26,405,31,5889,563
1983,25,3824,506,6535,695
2705,42,985,172,8266,1242
820,30,1803,268,6281,937
1697,33,649,100,14032,1907
56,27,506,62,8284,1507
4064,24,456,35,9184,980
2632,31,702,55,6321,972
3014,30,803,87,13783,1499
2129,27,4062,454,4840,624
5035,21,5265,748,464,71
1240,39,3950,554,449,73
1878,35,7273,641,8277,961
285,28,728,119,335,58
1841,40,683,91,4554,686
3027,25,5530,629,4946,582
2158,23,8549,1415,448,77
946,22,3108,410,9970,1593
2989,35,2374,311,2635,360
1825,36,12645,2016,731,137
1326,19,3468,495,7100,1170
620,22,10411,1184,2100,297
2037,33,6805,842,625,85
607,35,699,103,9793,1515
377,30,3533,489,610,98
4132,31,3057,469,599,96
1661,27,2616,288,4066,591
1392,37,496,62,10042,1441
926,20,2208,260,4653,727
3207,33,2973,382,298,57
1629,34,3895,436,367,71
3397,30,689,88,248,42
1886,35,534,74,6667,722
1182,37,3376,371,4873,399
764,29,3503,459,812,219
1063,31,570,69,13215,1756
54,22,3136,350,401,71
2753,33,5710,864,502,85
137,29,318,31,157,38
87,36,10146,1644,407,86
2431,27,463,61,2720,344
482,25,11667,1663,566,85
1309,29,3388,619,665,137
460,33,590,70,4061,683
720,27,6196,1066,553,96
4042,31,3933,463,6302,702
1944,32,9450,1382,684,145
1902,30,294,28,133,43
265,26,680,77,13373,1344
4200,28,12884,1860,4998,854
3541,37,615,70,8569,1246
2271,31,5250,593,366,78
2791,27,736,61,8383,996
1072,35,5076,709,4243,662
861,36,7866,1216,8686,1359
1946,26,6517,750,7111,874
152,37,15791,2360,674,111
3340,28,1684,153,12224,1143
1276,24,8099,1062,1074,185
4222,31,2740,326,6984,786
1079,29,4956,771,832,118
3968,22,1354,146,13380,1301
2304,27,418,44,5634,710
1015,25,837,102,9251,1296
1277,33,3334,343,6770,969
594,27,691,86,10483,978
2788,19,4875,562,723,144
401,23,6788,780,547,86
1824,29,3020,314,3529,531
890,37,1717,235,2492,435
147,26,4908,1397,348,80
1573,31,297,36,137,30
153,19,2235,196,330,54
1804,30,3380,451,3870,497
756,36,679,73,11849,1779
751,28,523,69,6497,883
2952,26,2290,308,1889,294
2436,36,5946,1027,738,148
814,28,13114,1908,2210,369
2324,36,383,45,6275,930
1086,32,1085,132,8120,1428
102,34,4218,697,431,90
963,28,3639,464,6413,786
3060,27,1075,143,5764,875
658,30,4225,515,3770,498
5260,20,3802,441,6065,776
5413,26,2825,381,348,69
5003,27,947,138,7524,803
6103,34,3972,677,8137,1470
5114,28,928,142,230,46
3392,24,478,54,10063,1456
1365,28,376,45,165,32
5846,21,6994,710,571,81
3303,35,601,58,10453,1130
3887,35,404,44,5115,663
2182,34,823,70,9247,1651
5117,19,16048,2435,1121,212
2122,35,534,58,7387,866
2813,31,702,79,9499,1127
654,32,12049,1548,901,167
5744,25,1522,153,4398,489
5361,27,2575,382,4375,579
3858,40,683,101,7014,1191
5500,34,464,43,12004,1563
4145,33,4069,526,4252,554
5013,24,7558,702,923,162
2409,23,4604,569,375,55
5229,25,5404,786,352,59
5686,31,529,68,11229,1928
4214,24,576,80,7553,959
5615,29,487,51,6821,781
5968,28,4704,580,6673,777
5290,54,582,162,8401,4954
3885,28,340,51,187,34
5282,28,282,25,146,32
3988,30,3635,405,734,181
5243,36,686,88,10961,968
3947,38,593,47,11220,1478
5009,38,9615,1139,591,73
1449,25,816,145,454,90
5517,35,722,78,11689,1399
3833,27,4258,544,6558,843
5698,34,1106,121,7791,1025
5060,23,722,88,11482,1447
4101,31,3216,394,4287,538
2350,33,5262,797,2929,545
3845,32,471,78,403,118
2424,29,2313,259,3851,462
6060,26,1163,146,13562,1686
3630,25,7134,734,761,74
3896,26,11797,1770,1067,264
1628,30,3222,399,6264,766
4247,26,5283,491,1289,182
2896,32,2248,336,3557,470
2416,29,753,70,10890,1507
368,22,619,80,12941,1925
5576,18,5572,514,596,70
4982,28,3085,319,350,64
3145,22,8673,827,2095,367
2003,15,4416,645,6005,710
5132,21,382,30,2332,229
3515,30,8838,885,607,84
5926,22,11450,2007,1649,212
3489,28,6484,800,374,100
4974,26,9492,1463,666,129
1178,35,1436,138,10139,1458
2369,34,2458,263,8042,893
4270,25,604,73,10191,1376
2425,28,432,65,3734,715
1578,30,299,32,133,29
815,29,522,46,6265,608
3096,31,583,80,9054,1210
2902,33,9479,1286,864,125
3153,21,798,89,8444,1079
1577,35,1109,144,19135,2985
1866,25,281,36,137,32
609,32,4262,539,4568,678
2094,32,4935,639,1083,178
592,34,312,41,156,32
6124,23,2922,441,296,54
6015,22,2681,337,508,77
4848,18,1602,188,3437,346
5799,32,3528,401,6546,780
2983,24,6584,838,324,38
3536,36,6463,870,4040,518
2885,26,3316,396,7893,1131
5300,30,13481,1518,5240,1163
5160,24,911,87,2076,296
3346,31,4194,589,5874,989
5736,31,9842,1452,441,86
5739,22,499,84,7438,647
5966,24,6838,1108,500,86
4090,30,446,49,7078,1015
5449,36,2535,336,3974,522
3711,32,4984,501,457,85
5133,39,6607,743,1024,139
3478,41,545,81,7588,1061
3157,19,6451,1040,6685,1301
1980,25,2501,402,3588,682
5639,30,1859,179,5594,709
3737,26,625,66,9943,1032
5985,19,821,81,1012,94
3706,28,5164,492,6534,713
3111,34,6562,698,1383,135
4301,32,3785,490,5324,698
2802,28,585,58,11091,1330
5817,29,1186,154,9499,1421
5583,15,1477,150,7785,624
3924,28,7109,979,435,59
5759,32,6941,808,6302,558
5357,23,4602,637,5254,546
6035,21,1302,159,258,45
4020,21,708,94,17335,1901
5725,29,6682,984,716,120
3440,33,653,72,10498,1279
5664,17,1669,205,4636,541
5158,28,307,40,158,35
5252,33,4950,439,6637,611
5710,34,700,85,6598,671
4223,31,5252,542,4459,445
6115,31,2972,404,7433,1760
3101,37,3794,578,5148,765
5375,31,2808,449,4118,630
5082,26,3922,574,395,78
5573,29,7360,950,343,66
4279,30,473,45,4106,428
2739,32,467,55,5638,806
5754,20,782,88,6854,847
4312,27,6040,703,1982,247
5328,27,1710,175,7266,874
4151,28,2744,409,6379,813
4957,21,401,61,10271,1427
1685,26,19660,2233,1245,137
2892,31,3880,520,398,60
10,21,14119,2267,981,194
3008,36,292,39,150,37
6117,32,14530,1881,1416,203
4091,22,2026,331,9605,1560
5715,23,579,53,9888,1370
3958,20,447,74,4798,891
3970,31,527,84,9137,1050
2801,30,1307,223,1620,378
4300,21,3722,294,572,60
2768,32,499,53,11182,2073
3562,35,6286,1001,2166,391
1913,26,10427,1357,6211,907
5371,25,685,90,5267,736
4880,29,4574,734,7926,1392
3741,24,16029,2749,1361,146
2413,26,765,75,5803,543
5047,32,4352,571,406,74
1989,27,515,72,12212,2272
2439,22,2916,290,4984,554
256,26,18130,3750,575,110
5683,28,1286,163,8390,1153
3986,29,5427,660,554,79
4991,21,7689,896,641,120
2127,34,7285,674,507,65
6041,19,5751,657,563,92
3156,30,632,70,8864,1070
5394,25,3052,585,4765,702
4216,23,2733,329,2715,302
1696,36,889,216,580,217
4197,19,6198,490,1213,215
1080,41,2104,232,3502,418
3734,36,596,59,6921,841
2828,29,401,70,4424,670
2277,32,977,130,4287,633
130,30,2727,329,8514,1308
3906,25,622,91,5589,695
1658,26,9353,1581,1154,220
3712,44,3742,502,435,76
2432,23,4062,510,3048,402
2370,29,9301,1225,1083,165
2164,29,2830,500,1932,368
701,23,453,57,478,138
5246,26,3302,385,2961,578
5093,39,980,140,7762,986
2418,37,1031,138,11322,1044
2016,32,10748,1686,7334,1248
5724,33,5209,705,406,83
3783,29,618,79,2442,357
5581,46,10570,1434,812,165
3805,23,2657,229,4455,459
4292,26,628,53,13977,1964
1586,20,8615,1100,1086,168
3923,18,483,43,5431,539
1610,21,10136,1325,824,117
5961,25,667,50,15398,1811
4180,28,503,68,7698,1147
5643,33,522,53,4439,571
4250,24,1432,180,6033,910
5734,24,6540,899,9982,1242
5104,36,509,51,5631,903
3511,25,292,35,143,27
864,29,12299,1551,1636,225
3789,21,668,113,10213,1437
1041,29,2618,304,6033,754
4072,28,6347,835,696,90
1203,25,886,109,12233,1749
4162,29,490,64,9062,877
2327,24,714,121,3099,526
2406,28,5076,636,8473,1273
925,34,4985,773,444,62
4208,21,3862,379,5615,569
2331,30,9058,1613,593,89
3465,34,470,48,9800,1044
2216,27,1703,138,9601,927
2039,28,611,72,13196,2252
515,30,578,40,7127,1105
2099,21,506,30,9388,1207
315,37,1612,209,4929,762
3314,23,5839,699,8413,1311
1553,31,8604,1764,5900,1596
4217,21,6058,619,7393,582
2893,21,676,76,11636,960
4004,35,442,51,5151,803
1384,28,10766,1322,710,133
1272,28,6184,745,7756,919
778,33,4886,909,710,132
2326,21,759,78,15839,3120
66,27,745,99,13636,1999
2661,29,543,76,4555,505
1011,40,5316,585,6526,795
44,29,9676,923,282,56
5154,34,340,46,169,39
3919,17,471,56,6384,951
5250,30,2639,353,4246,606
3704,19,3525,306,3620,370
3937,29,7286,919,499,82
1790,24,499,68,9486,1358
3,43,7859,930,812,122
5221,26,7220,1179,1120,210
2964,38,953,133,6295,974
5588,21,357,41,3484,496
5958,31,670,78,10247,1263
5981,29,549,75,15197,1758
4022,29,666,90,9240,1465
5452,31,8448,1059,871,133
3977,28,467,36,3981,639
6099,27,663,75,10585,1370
3083,31,932,139,9955,1359
2990,33,7753,903,1680,238
1333,20,17458,2081,1057,149
5723,28,419,69,5607,604
4111,22,7225,982,859,130
5365,34,7118,902,1751,255
3063,25,2573,320,6716,846
3089,26,9929,1658,522,104
2149,27,11117,1377,866,157
3972,27,722,97,10037,1117
1564,20,453,40,2730,359
5276,59,2466,1153,3772,2068
5834,27,585,71,10501,1375
5241,26,6357,661,731,118
5910,35,10757,1284,608,89
5618,24,6457,549,326,43
4255,23,476,59,9892,985
5548,29,537,59,6874,635
3498,33,593,66,7233,714
5244,21,558,50,9751,1044
5903,17,4940,367,372,67
6139,32,283,33,141,28
4952,25,8535,950,911,219
5348,30,6241,877,716,125
4198,27,563,97,15050,1751
5960,29,542,58,4633,662
2954,25,7488,922,8235,974
5650,40,9817,1266,758,109
3888,27,580,46,2379,378
4038,35,508,49,6668,676
2232,33,653,89,12333,1789
5600,35,3645,395,680,89
5025,31,1156,138,9424,1286
6012,24,834,134,9302,839
3295,17,8920,787,1581,208
4317,19,3337,329,425,66
1104,37,3026,409,3776,461
3985,29,10343,1286,617,125
2903,30,2439,235,3337,380
5893,25,1179,128,11955,1367
3105,29,3119,411,5050,777
6030,23,2405,223,3766,433
3115,29,13830,3023,758,141
5444,31,10284,1889,627,106
3049,28,2291,257,11034,1547
4104,27,538,74,6346,1033
1173,32,2366,340,268,63
3503,38,8402,1379,6664,1168
1595,27,567,60,4228,528
5764,24,1749,201,5892,858
28,33,368,45,2775,489
4283,23,6133,639,559,71
5854,28,614,77,7030,664
6002,29,351,47,526,90
5291,32,2387,294,14770,1545
3354,31,14538,1876,790,137
5397,32,9290,1253,1024,161
3393,27,7617,612,765,97
5842,25,411,50,9468,1221
5257,22,4214,667,3043,560
5935,30,5509,636,7802,908
5941,28,783,159,3208,622
3001,30,889,123,8475,1088
5330,28,1485,192,2321,349
3495,40,8379,841,696,154
5982,32,7568,819,534,75
4134,28,6343,827,2226,332
6007,29,2518,209,406,59
5140,24,690,114,6807,1473
41,19,5730,469,1150,127
5632,30,502,53,7854,952
5678,21,3634,411,472,71
3533,25,612,33,9034,978
5823,28,7128,855,628,110
4229,33,3200,375,4801,510
5959,35,745,94,13113,1463
4219,35,498,41,9040,982
6059,29,5647,588,685,146
3871,20,4550,556,6426,859
1066,31,524,52,6254,926
5251,28,4729,851,659,132
4156,23,2037,196,7499,967
4990,34,503,84,11471,1522
1753,35,14592,2623,643,104
5163,36,559,46,3566,462
3377,27,3563,446,5112,745
5211,22,557,105,7972,671
4290,29,2049,215,5435,784
3930,24,7405,684,1120,127
1390,36,808,95,13805,1413
3933,24,3135,371,353,59
2807,28,4386,499,4395,562
5524,32,8014,1011,877,134
3137,23,359,43,306,79
40,31,9279,1380,476,81
4057,26,8093,877,614,99
5468,20,749,75,9497,1184
3686,24,5628,758,556,107
5054,37,4511,671,6589,996
1077,24,3335,225,505,88
4016,31,5746,559,1028,161
2843,29,1043,126,6388,1048
2934,29,9821,1293,551,87
1969,34,635,92,6311,980
5510,25,6642,645,1016,150
4123,21,561,69,9545,1348
5383,23,2556,284,1672,189
3420,40,8212,1024,1238,187
5898,23,8573,1335,6292,1015
4896,30,776,69,3396,337
4009,29,6777,799,1205,165
1286,38,3080,352,386,70
5095,20,5533,838,7100,1087
1938,39,6378,843,632,106
4106,39,4074,515,466,63
1038,30,371,35,5729,973
