Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
2715,27,602,89,8573,1456
912,38,468,79,276,65
1949,20,1085,183,14248,2516
648,32,4462,687,5176,809
1124,37,7029,1144,759,120
234,26,571,66,18380,3601
2054,30,2991,455,4951,917
920,28,11126,2108,1139,169
2910,33,625,67,7992,1169
623,17,6084,971,476,93
962,23,570,49,8836,1550
1780,27,2625,367,458,51
433,26,4273,700,296,60
1493,26,1284,173,11674,1734
859,24,2794,436,405,55
590,32,316,42,178,42
63,29,2430,202,2944,272
2027,32,559,62,2981,430
220,25,588,114,10805,1792
2091,24,9002,1663,483,110
5719,35,664,73,10739,1423
1985,24,1137,118,8288,945
121,27,422,51,5224,881
961,29,1637,188,1978,317
781,27,561,86,1524,279
2249,36,2068,394,1336,230
329,27,8272,1633,545,97
2017,28,2163,429,16155,3175
124,31,5642,1051,1743,320
171,34,937,97,9946,1118
2029,32,531,52,7499,840
807,31,3643,536,471,78
1030,25,834,128,5622,1004
958,31,1163,177,19715,4168
605,31,5279,766,715,96
61,33,7125,1345,1084,182
800,28,4425,587,4653,781
3804,36,569,60,5933,744
3864,29,396,70,258,62
4098,29,557,68,8138,1183
